"","text","favorite_count"
"26","@journo_dale If the pandemic has taught us anything it’s that control over your own body is not absolute and is subject to government regulation.",0
"27","@drandrewb If the pandemic has taught us anything it’s that control over your own body is not absolute and is subject to government regulation.",0
"28","@AmitAryaMD If the pandemic has taught us anything it’s that control over your own body is not absolute and is subject to government regulation.",0
"29","@KristinRaworth If the pandemic has taught us anything it’s that control over your own body is not absolute and is subject to government regulation.",0
"30","@ryanlindley If the pandemic has taught us anything it’s that control over your own body is not absolute and is subject to government regulation.",0
"31","@emmadeady If the pandemic has taught us anything it’s that control over your own body is not absolute and is subject to government regulation.",1
"32","@David_Moscrop If the pandemic has taught us anything it’s that control over your own body is not absolute and is subject to government regulation.",0
"33","@TrustyShoes the way i was on yt the start of the pandemic following how-tos. thats not my ministry 🤧😂",0
"34","@The_Real_X_Era @FoxNews Womens rights and being vaccinated can hardly be compared. You think you suffered because you felt pressured to get a vaccine that would help end a global pandemic?? Are you fucking kidding me? Do us all a favor and stay in your lane.",0
"35","@awaterevalley We have a lot of turkeys voting for Christmas it would appear. I guess a lot of people just want something different, then will regret it after they get it. Sad when you have a world leading response to the pandemic led by an internationally admired leader. Tall poppy anyone?🤦‍♂️",0
"36","@MrAtheistPants The cause of this had to do with the destitution of society during covid and people breaking. It's as simple as that. Folks lost their jobs in the pandemic, lost loved ones, and those social pressures, that grief, leads to some bad outcomes :(",0
"37","@RepGusBilirakis Can you please explain exactly why you think this inflation is caused by President Biden instead of due to the pandemic? You do realize with most of Shanghai ports closed,the shortages that will be felt from Ukraine and Russia war, it's only going to go up? what are your ideas???",0
"38","@VOLKRING People in Europe are already getting rallied for bad reasons, far left and right parties (funded with malicious intent) having fun with people's unhappiness with the pandemic. Tech people are usually more informed, do not mess with a stable political system because of a company.",0
"39","@finebaum The pandemic added extra year of eligibility Bama had 6 1st rounders last year will proly have 4-6 next year with the beat QB and past rusher going top 5. It's one year who from these teams gave the most roster players in the NFL? Lol",0
"40","One aspect of travel that is now booming as we emerge from the pandemic — destination weddings. https://t.co/v6I6AgnTRz",0
"41","@GarethPontypool @TheRickWilson The gold standard. Whose gold standard?  A double blind, placebo controlled trial in the midst of a pandemic when there is great uncertainty about the impact on the subjects randomized to placebo is pure stupidity &amp; is unethical. Double blind applies to your limited knowledge.",0
"42","To the people who cried HIPAA during the pandemic because of masks and social distancing, can you have that same energy for the right to privacy for card carrying uterus owners?",0
"43","@syndorphin hahahaha den Gedanken hatte ich auch und nein",3
"44","@AmrananmAnRa gibt es auch glutenfreies Lamsbräu?",0
"45","@AmrananmAnRa mach doch mal",0
"46","@4sc_ee Traust du dich den Wildkräuter Salat aus meinem Garten zu essen?",0
"47","@flitzpiepe0815 nope",1
"48","heute Morgen sehr erfolgreich meine Rückenschmerzen losgeworden mit noch mal weiter schlafen bis 12 💪",6
"49","@AmrananmAnRa dann ist es nicht glutenfrei, aber ich habe gesehen dass es Lamsbräu ist deswegen dachte ich vielleicht haben die auch die glutenfreie Version",1
"50","@shatt0r dafür wäre das Holz nicht stabil genug gewesen",1
"51","Ich baue gerade einen Kompost aus kesseldruckimprägniertem Holz wieder ab. Weil giftig. Aufgebaut weil ungefähr unwissend, aber auch alles was ich mir zu dem Zeitpunkt leisten konnte.",8
"52","Wenn die Schraube krumm ist, muss man nur ein bisschen lockerer im Handgelenk bleiben, easy.",9
"53","@1967Champs @loretelli_phil Never mind. I’ve deleted it. I haven’t the energy to overexplain myself. It was a shoutout to how vibrant the crowds were in Toronto and Edmonton and how last night underscored that the fans are what truly make playoff games magical things. IT HAD NOTHING TO DO WITH THE PANDEMIC.",0
"54","During the pandemic, I gave the world's first #TEDx talk in Virtual Reality (#VR): The Rise of #Digitalism. The story of Digitalism explains the future as a struggle for #data. The talk is now on YT: https://t.co/HjifkUADFr  #TheDigitalSpeaker #Metaverse",0
"55","@MaryLTrump @occupystephani1 In the wake of pandemic decisions that hustled the demise of a million Americans, what more would one expect from our country's far right wing.  

I mean, covid could have been limited to a couple hundred thousand.  But Republicans hold those deaths as a celebration of freedom.",0
"56","@RangelinFan @because_covid @KevinKileyCA Actually, it doesn’t. And either way, still not the same as a worldwide pandemic affecting billions. Which was my point.",0
"57","""Previously unimaginable restrictions on individual liberty...we have never before seen restrictions as severe, extensive, and prolonged.""

That's how Sam Alito characterized a requirement that you wear a mask for 15 minutes at Walmart during a respiratory pandemic.",0
"58","@genevaspi @FredGuerinUnige @unige_en @Genevaforum @UPTuks @timodub @WHO @Cirad @DrAbdiMahamud Policy item one: Do not wear masks to slow the spread of a highly contagious pandemic. 🦠 ❤️",0
"59","@SukiMackinder3 @parky3998 @deanl123 @stephenpollard Absolutely.

&gt;16+ Criminal Parties at peak pandemic
&gt;190k Bodies piled high
&gt;EU Border INSIDE UK
&gt;Brexit failure
&gt;Cost of Living
&gt;Highest taxes in 70yrs
&gt;Lies to parliament
&gt;Putin Money &amp; Oil

vs
&gt;1 beer at pandemic hiatus
&gt;Cleared by the police

They're desperate.

#JohnsonOut",0
"60","@LENADOONABU @Philip_Ryan @BBCNolan Maybe an apology to the whole country for every ignorant gimp who attended and risked fk knows how many lives during a pandemic! That’s insensitive",0
"61","I can’t believe it wasn’t already customary to have your takeout food left at your door before the pandemic.",0
"62","@CorkyLazz @amyklobuchar This already happened in the pandemic",0
"63","@CNN This evil pandemic has taken senses out of almost everyone as there is fear of life being in danger. At some places across the globe living people were packed, some luckily survived and some were not fortunate enough. Doctors also fear for their lives along with hospital staff.",0
"64","@sephiritsikeli @LottMasete Illegal immigration has been e huge pandemic before the formation of EFF. What you saying doesn't make sense at all dude.",0
"65","I'm just tired and sad. 

GOP became 'my body, my choice' for 2 short years during a global pandemic wherein personal choice impacted many people around oneself.  

Choice to birth is a personal choice and doesn't impact the world around the ind 

Since when does the court leak?",0
"66","@DavidofNotting1 @NeilMaclaren1 @RichardBurgon Did we go through an unprecedented pandemic followed by a war, both of which had severe impacts on supply chains? Not that I’m a fan of the gov, btw.
I think Labour and the Tories are almost equally vile, and in need of being replaced.",0
"67","Communications that talk about ""how lovely it is to spend time with your family"" or ""how we all had to work on the dining room table"" in the pandemic or say that ""everyone gets exhausted""
6/",0
"68","@CentristRn @A_JordanMiles Yeah, it’s never going away, but it’s no longer a pandemic and hospitalizations and deaths are way down. Point is, love your life without fearing Covid. And for the love of Cod, please quit fear mongering. It’s so unnecessary",0
"69","@jazzyp923 Girl in the 80s gay men were locking themselves in government buildings to host “die ins” bc of the aids pandemic,  constant fear of nuclear war, and population in general were racist and addicted to crack, police brutality was out of control in LA and NYC (worse than now) etc",0
"70","The Welsh Government had recommended parents were not fined during the pandemic
https://t.co/flCBXeTbr3",0
"71","@i_guneet @JustinTrudeau @jasmith_yorku 🙄  What about "" rights &amp; safety of everyone ""  ! Unvaccinated do not have any right to endanger so many lives,  during a deadly pandemic !! Use common sense. Duh !",0
"72","He took a pay cut to join Arsenal because he wanted to play for a big club before retiring and win trophy..
Pandemic pay cut happened because he was telling players to take pay cut so he had to lead by example.",0
"73","@comicconserv I did read. That’s why I was trying to clarify. COVID has been since March 2020 as pandemic, hospitals were overwhelmed. Many people recruited to fight on the front lines. I read her disappointment that ppl not taking COVID seriously. Maybe she found balance now. 2 jobs is norm.",0
"74","@PaulaMinnikin Funny what issues he changes course on and which he doesn't. Money - especially old money - talks, I guess. In any case, a good distraction from his failures in relation to dealing with the pandemic.",0
"75","Saw a vid bihun goreng dgn kuah laksa. Sedapnya. Last i makan bihun goreng kuah laksa was before pandemic 😌",0
"76","Do you think the 'developed' and 'developing' had any difference in handling the pandemic ? Devastating videos came from almost everywhere. Everyone was worried about Africa, but I for one have not seen a single COVID doomsday video from there.",0
"77","@NatalieGov_ Nats I've actually caught fire by now. Why did I move to a new country, to work on that brand, during a pandemic?",1
"78","@AnderlikMark The COVID pandemic surge event peaked in May 2020.  You can refer to the hospital occupancy rates, which are widely available.  Don't use totals.  A surge peak is not the total.",0
"79","@StatsGH I think the pandemic and Russia-Ukraine war can be the cause of this.",0
"80","@MinetteJohnson @ScottCurit like a pandemic?",0
"81","@sha1yssssa @ScottieReece_ @kahugia_waweru @kennybeats well when there was more abortions in the U.S. during the pandemic than covid deaths I have a problem with that, and as long as I have my right to speak on something freely, I am going to do that.",1
"82","My grandma started watching Nico music videos during the pandemic and I get a phone call one day like “You were licking a white girl booty on a boat” 🤣 I tried to play dumb. But it was clear evidence. Y’all gotta go find that video if you want to see it.",0
"83","@jenniferdahl1 @DanielAndrewsMP Seriously it wasn’t during the pandemic, it was already too late then, it was a pre election promise/lie.",0
"84","@JeremyDBoreing I’m with you, but I’m being bombarded about rape. It must be a pandemic I was not aware of",0
"85","@ItsIntuition Guilty of watching a couple Harry Mack vids that Facebook fed insomniac me at 3 a.m. early in the pandemic. Ingrained in my brain now.",0
"86","@office_feet @treborapp @FabiaTate @Conservatives The payment methods are simply examples I gave of ""external communications channels"".

The APIs made available to external comms channels are a hacker's dream.

Imagine the screaming if a ""pandemic rush"" to have the banks tapping in to HMRC resulted in a colossal data breach?",0
"87","@CardFanMoo @TyInLouisville @CardN_AL I can tell from your comments below where you stand, but I will engage. Perhaps it was comical that someone would use the word preventable to describe a pandemic, or that they would equate abortion to school shootings as if second amendment supporters support criminal activity",0
"88","@jfinchface I think we as a staff, to love and care for others, took on much more during the pandemic. Then, staff gets push back that we need more ministries again. Then, staff doubles down and start to crack. Maybe that is where the talk about laity doing more comes from? I don’t agree.",0
"89","""It's all about the journey,"" says this NYC street performer who made this his new full-time job &gt;&gt;
https://t.co/HFlDTCTINL",0
"90","@Channel4News @krishgm Victoria forgets that pre pandemic the UN reporteur on poverty report findings were conclusive that Tory austerity malpolicies contributed to poverty in UK .. yes her present facts are correct but on top of this made worse situation for many! @APPGPoverty @taxpayers_a_p",2
"91","@Zero_4 Victoria forgets that pre pandemic the UN reporteur on poverty report findings were conclusive that Tory austerity malpolicies contributed to poverty in UK .. yes her present facts are correct but on top of this made worse situation for many! @APPGPoverty @taxpayers_a_p",0
"92","@GillLoomesQuinn @gd_rishton @madmoohells @Uber_Support @Uber Shakes head
Much empathy had a fair bit of that during early pandemic.....
New law will law will be you can transfer into seat &amp; driver has to place chair in boot etc",0
"93","@PaulMacKnz @CraigMchugh1 @ej_sali @bobscartoons I worked through the pandemic you massive hero. So what? And NO, I won’t move on. I voted leave and they fucking lied.",0
"94","@pandemic_de habe nicht gefragt!!",1
"95","@pandemic_de es ist lamsbräu ich weiß nicht ob glutenfrei…",1
"96","Just to be clear Fair Transit South Cook was a good idea, only needed a bit of tweaking and was absolutely going to fail, pandemic or not. And while some of the metrics observed were definitely pandemic-affected, the lack of fare parity doomed the pilot from the start",1
"97","So they want to force women to give birth,then in case of a deadly pandemic they with fight &amp; protest to not get vaccinated or take safety precautions. Also, don't get me started on school shootings.

So why the fuck exactly are we here? Clearly they give no fucks if kids live",1
"98","I wish this inter-generational change stuff worked on a faster timeline.

It feels like we got the short stick on just how much that transition has to hurt. Intentional sabotage of healthcare for over a decade. Politicizing a pandemic response.

...and now this.",0
"99","@DarrylWDC Chile a mess. It’s not like when the pandemic started but we going back up",1
"100","@Don_Mateo7 @scrabo04 @mariEscobarSimp 1/2 No it’s hasn’t been, Aleti popped up a couple of times most recently during a pandemic and now it’s over. A league were there is only one team does mean the majority of teams are poor, if they weren’t it would be more competitive. 1 German team got out of the group, 2 French",0
"101","Do you all think its OK to be running around in your pajama bottoms in public...I know the ""pandemic"" made it acceptable...but enough already. Put your damn pants on",0
"102","@Blue_Footy Looking at what Roman has done for the UK government for the past 10 years, especially during the COVID-19 pandemic, UK government aren't supposed to even treat him bad a bit, but too bad the UK government are a set of inhumane Manchester United fans.",0
"103","@Casper_Peder008 @aring1234 @HogwartsLegacy Yeah I mean look at how long Nintendo is working on BotW2. Its like 5 years or something.  Hogwarts Legacy seems like it will be a massive open world and waaaaay more graphically detailed then BotW2. So Im kind of impressed they pulled it of in 2 years during the pandemic",0
"104","@JEFFREYSTERN19 @RobElgasABC7 The WHO pandemic treaty",0
"105","@BasedRepublik @JEFFREYSTERN19 @RobElgasABC7 WHO Pandemic treaty throwing our constitution in the trash.  Cbdc programmable currency.  Digital id 2020.  Mark of the beast.  Who knows.  All the events mainstream media won't discuss",0
"106","@charlotteleeigh Yes because i’m not ungrateful. Here’s one for you. Windsor made record losses during the pandemic whilst stable staff were either furloughed or being paid in full for doing only a % of their normal duties. Why do they owe her a freebie when l courses are struggling &amp; in debt?",0
"107","@hcayless @roopikarisam (and for them to have to pay that, almost all universities in the UK would have to shut. At which point we'd probably have other problems)

Oh, and my institution is paying 14mil in deficit payments for a valuation done during the pandemic which fund has already recovered from 😭",1
"108","@DoinLifeInTheIE @AP @GaryEFields2 @lwhitehurst @RADIOEDD you can talk about all of those things. most of them are tied to the pandemic anyways...and there is no border crisis.",0
"109","How crazy of a journey it has been for some college athletes right now.

2019-20 (Fr)
+ Pandemic, cancelled season/champs

2020-21 (So)
+ COVID year, mask/vaccine regs

2021-22 (Jr)
+ NIL rule change
+ Alston money ($5,980)

AND potential redshirt/COVID eligibility years to come!",1
"110","That's how the pandemic will end. Not because it actually ended, but because we will normalize deaths that could be completely avoided but that we collectively don't have any interest in avoiding. What a catastrophe.",3
"111","@AReid21 @burn_n_learn33 @Broncos @Melvingordon25 @javontewill33 Weve had multiple presidents and a pandemic since, no need to still look through the scrap books",0
"112","you have no idea how much im in need of some museums and art ever since the pandemic started",0
"113","@debra_caplan @EvoPerrone Home with covid right now. First time. Fully vaccinated and boosted. There has been an explosion of it with my friends and colleagues in the last week. I personally know more people with covid right now than any other time since the start of the pandemic. It’s fucked up",0
"114","At #ARVO2022, it is heartening to see that although the pandemic paused the world, ophtho research did not lose any momentum.

Our group will be presenting 16 abstracts under the mentorship of Dr.Reza Dana, Dr.Sunil Chauhan, Dr.Jia Yin &amp; Dr. Thomas Dohlman this year.
@HMSeye",2
"115","The radical left is a more significant threat to the European and North American way of life than pandemic, mineral resource exhaustion, or right-populism, writes Douglas Murray for Quillette #FreeSpeech",0
"116","On Friday April 29th, Te Huia carried 568 passengers in a one day record with every train full. But my inner cynic suggests that the media won’t pick up on this good news story, preferring to focus on stories of high costs and low initial patronage (in the midst of a pandemic). https://t.co/xLxKXDJoS5",2
"117","@BelgianProRef1 @LeShuttle @azWest4 @WeAreWST By far the best sport and coverage of any sport on TV, much enhanced by the professionalism of yourself and the whole team.All praise to Barry Hearn and WS for keeping the sport going during the Pandemic!",0
"118","All the pandemic niggas was asking who got change for a 100 mil, now they secretly have jobs. Smh backwards",1
"119","@UrbanLo @Garsen @GasantAbarder @fatimarazz @IhsaanRSA @SoliPhilander @ashrafallie2918 Our role is to encourage leadership from bottom up, inclusive and intentional. Making all of us leaders with the express purpose of bringing about societal transformation, meaningful change, addressing real issues. The pandemic is Poverty,unemployment, inequality,abuse of power.",1
"120","@Bee_4827 Just looking for consistency.

I could also suggest that we lost our right to bodily autonomy during the pandemic when so many were pushing for vaccine mandates while those opposed said ""my body my choice""

You either give power to the state or you do not.. Nothing in between.",0
"121","My daily protest tweet about 
@GOVUK handling of the #COVID19 pandemic. People are still dying - 319 deaths added since Friday, 175,319 in total 😢 As there's no  widespread testing it's hard to know if this is better or worse than it has been.",0
"122","@GelNerd @trevorbaxendale And the worst part is they’ve had two bloody years of the pandemic to sit on their arse and think about the future but Barbara’s still entranced in Craig’s blue eyes and refuses to believe that he’s actually left. 

Wouldn’t be suprised if there’s a 5 year wait for the next movie",0
"123","Pharmacy teams have proudly taken on a huge role in our COVID-19 response, but the pandemic has taken a significant toll on the workforce. Based on survey findings pharmacy professionals are struggling with their mental health and well-being and most are at risk of burnout.",0
"124","Friend over the pandemic learned Blender and went from nothing to making realistic product mock ups in five hours this week. Impressed.",1
"125","4) The COVID-19 pandemic has caused SERIOUS mental health issues for many. There are many who no longer can be around large groups as it sends mental illness symptoms into a tailspin. Their actions, however they are able to make them happen, are also valid.",1
"126","@medriva the country has apparently collectively decided the pandemic is over so this aint rly gonna do anything",4
"127","Are we still n a pandemic or not?",0
"128","Really does blow my mind that at a time where climate change, police brutality, and a FUCKIN PANDEMIC are real, growing issues, a bunch of old farts in power turn around and decide to attack the LGBT community, women’s rights, and textbooks…",0
"129","After a two-year break, Mayfest returns to Trinity Park in Fort Worth this weekend. FOX 4 is a proud media sponsor.  https://t.co/v1udceVpmP",1
"130","Many small businesses still are trying to bounce back from the pandemic, and for San Francisco-based ASM Games, that has meant getting creative with its operations. https://t.co/UPeGbLQizH",1
"131","Minister Lindiwe Sisulu says the country's tourism sector is slowly recovering after it was hit hard by the COVID-19 pandemic.",0
"132","Pandemic’s toll reaches 411 deaths in Tuesday update, while hospitalizations, active cases go down. https://t.co/iKEUK9ZHn9",0
"133","The U.S. job market is close to hitting a major milestone in the COVID-19 economic recovery. https://t.co/bpQiJuG1Op",0
"134","🌟 Rolfe was recognized for his implementation of the ""Meals on the Bus"" summer meal program (which expanded to feed students thru the pandemic), his introduction of composting programs to 6 elementaries, his work to expand Second Chance Breakfast, &amp; more!",0
"135","How deadly has the #OpioidCrisis been during the pandemic throughout the TBDHU region? 
Have a listen from this AM's @CBCSuperiorMorn's interview with @Tara_Gomes: 
https://t.co/XgIU4yw6jq",1
"136","84% of businesses survived Covid pandemic - CSO https://t.co/sPGm5qwKav",0
"137","@LilMormie @jane_austen21 @SusanSarandon And officiating an unmasked unvaxxed wedding in the middle of a pandemic as an 87yo cancer survivor.",2
"138","A must read by my colleague @SenatorHelming on #ChildrensMentalHealthWeek and the toll that the pandemic took on NY kids.

Children’s mental health should be priority for all of us✍️👇

https://t.co/VThZX4zTKl",0
"139","Impact of the #COVID-19 Pandemic on the Hospital and Outpatient Clinician Workforce: Challenges and Policy Responses from @HHS_ASPE   
https://t.co/20Lcrws4bU",0
"140","The “Green Agenda” has different connotations in different parts of the world. This further leads to a huge divergence in the delineation of what constitutes a “green recovery” from the #pandemic, explains @DrNilanjanG. https://t.co/Uu6dLkOuyK",0
"141","Why has the world has been in a cholera pandemic since 1961 despite vaccines and understanding of how the disease spreads? #Cholera thrives in areas of poor sanitation and hygiene, so vaccine access is critical: https://t.co/somtg9d8P4",1
"142","Guns for everyone - yes
Lethal pandemic policy - yes
Stealing kids' right to a complete education - yes
Lying under oath - yes
Attempted coup - yes
Women making CHOICES - hell to the no

There are no two sides here. 

#VoteBlueToSaveDemocracy",2
"143","@Lorenz_KO Motaungs don't respect ppl under this pandemic nogal...imagine to watch this skeleton for R70 aikhona😭",1
"144","MP Victoria Atkins talking usual #torylies in 1st sentence on @Channel4News tonight. Schools did not close during the pandemic.
They just can't help themselves, #ToryLiars",2
"145","@NeleHelena His case was never reported, like many others. So the stats on safety are undoubtedly an undercount and the messaging about them was extremely paternalistic and misleading/deluded about how they would somehow magically end the pandemic, or provide life-long protection.",1
"146","Crazy to think that if the pandemic never happened, the Mickey Mouse sports memes would’ve never happened also",2
"147","@mave_young @DarrenStrange10 @JamesRobvincent @KatyJayne101 God help us if we had had a Labour government, through the pandemic.",0
"148","@crypto_lesson @shahidur_sohail @NboxOfficial Covid-19 pandemic season weakened economies around the world. What did the Defi project do to motivate and educate members of the Defi community to survive in the Defi community?",0
"149","SCOTUS &amp; erosion of civil rights? Please give a crap
Pandemic? Still happening. Please care
White supremacy? Please take a long look around to notice the sh*t we’re swimming in and care enough to do something
Climate change? Don’t shrug it off. Please care",0
"150","@MarcLobliner Unfortunately not surprising. The entire pandemic fiasco was a shit show from the very start.",0
"151","@CleanGuayabera Used to be 2 for $1.00 before pandemic",0
"152","@Breaking911 Huge W.  Mask mandates save lives and can get us through this pandemic",0
"153","@DarrenWHaynes @loretelli_phil Why else in the last 50 years have buildings been empty and games still played? 

Not sure what you were inferring Darren but I immediately thought you meant they should be playing during the pandemic in front of a crowd.",0
"154","@GodlessApeMan Biden did the most important thing concentrating on the pandemic IMO. The problem is Dems priorities are screwed. They are split into polarized factions. Obsessed with virtue signaling &amp; absent the clarity of thought to do what's needed to win elections and save democracy.",0
"155","@20cmwishlist @AlcoIsta @moootannie @JacqueMike @poppinade Where did i defend the company? Im just thinking logically. Past 3 years alot happened. Like for example the pandemic? Plans changed got canned. Your anger is valid. But grossly misdirected.",0
"156","@tmprowell Oy!!!  Hear you!!sending good wishes your family’s way. 
sounds like the AP exam should be a bit more forgiving considering this is a pandemic. Hoping so.",1
"157","@Boomer7301956 @Capulet_Smith @gaalitx @BernieSanders They chose not to take a vaccine that would help reduce the spread &amp; effects  of a contagious disease during a pandemic. That is a lack of compassion. They still have the option for gainful employment.",0
"158","People are still listening to the CDC when they can't get bugchasers from looking for the poz tribe on Grindr to send you pics without your consent of their gaping hole, as they shame you for being undetectable because they think they want to catch AIDS. Stop that pandemic, hun!",0
"159","@LBC @RicHolden @AndrewMarr9 An article in the magazine Harper’s, written by a senior editor of the Spectator, the magazine Johnson used to edit, which first reported Ali’s presence at Downing Street over Christmas, said she was there “despite pandemic restrictions on holiday gatherings”.",1
"160","@spectator @RicHolden An article in the magazine Harper’s, written by a senior editor of the Spectator, the magazine Johnson used to edit, which first reported Ali’s presence at Downing Street over Christmas, said she was there “despite pandemic restrictions on holiday gatherings”.",0
"161","Nothing like a pandemic to convince conservatives we need less access to potentially life saving health care",3
"162","@p_ohman @Magnum_2222 @Firemoose24 @laurenboebert Conservatives war on women to subdue them. Can't forze you to wear a mask during a pandemic but you want to force a woman to carry a pregnancy to term even when it's the product of rape, or the fetus dies in her woomb, or is sick. SICK.",0
"163","@joshgad 4 all the GOP followers who claimed lock downs to curb a pandemic were of Nazi times (still idiotic thought process) they are completely ok with govt determining what others(woman) can/cannot do with their own bodies. And completely don’t see the irony/contradiction. Nothing new",0
"164","@p365_ic @Rifkas_cake_ Absolutely yes! It was September 2019 one of the last months that Japan was visitable before the pandemic. One of my best trip ever, I walked across Tokyo, Kyoto, Nara, Osaka, many little cities in that prefectures.. I can’t wait to come back there!",2
"165","pandemic management: stay away from each other (and we can slow the spread) 

federal ban on abortions: stay away from each other (and we can limit your rights if you don’t)",1
"166","@FemaleUSGrad @ambazaarmag Really? please don’t talk less of all F1 students, F1 existed before pandemic",0
"167","2/2 
Note: Government grew faster during the pandemic than any other area of the economy - while MPs voted themselves 3 pay raises in 2 years.",1
"168","@rodrigosalem Yeah but US has been bad with most rules to begin with, and has handled the pandemic so poorly it's not worth comparing them.",1
"169","@philoinv @SixSigmaCapital They have no moat when other streamers are one part of a larger ecosystem biz (Dis +, prime, aapl etc).  The only time they have been cash flow positive is during a pandemic.  They can’t raise prices anymore.  This is no longer a growth co. the “E” in PE is not reliable",0
"170","@tara_tinks @GoodLawProject No one will be held to account they never are. Government hiding behind the pandemic while they line the pockets of their friends for which I’m sure they will be repaid in due course",2
